id,country
11269,Uganda
11528,Zambia
11270,Uganda
11271,Zambia
11273,Tanzania
11274,Zambia
11275,Côte d'Ivoire
11276,Haiti
11277,Côte d'Ivoire
11278,Nigeria
11280,Pakistan
11281,Zambia
11282,Nigeria
11283,Nigeria
11284,Zimbabwe
11286,Zimbabwe
11289,Uganda
11290,Côte d'Ivoire
11291,Uganda
11292,Ethiopia
11293,Tanzania
11294,Haiti
11295,Uganda
11298,Uganda
11299,Haiti
11300,Nigeria
11301,Kenya
11302,Uganda
11303,Ethiopia
11304,Mozambique
11305,Nigeria
11306,Nigeria
11307,Côte d'Ivoire
11309,Uganda
11310,Rwanda
11312,Kenya
11313,Nigeria
11314,Haiti
11315,Nigeria
11316,Nigeria
11317,Uganda
11318,Mozambique
11319,Uganda
11320,Mozambique
11321,Ghana
11322,Zambia
11326,Zambia
11327,Zambia
11331,Nigeria
11332,Zimbabwe
11333,Nigeria
11336,Côte d'Ivoire
11337,Namibia
11338,Côte d'Ivoire
11339,Côte d'Ivoire
11340,Nigeria
11341,Nigeria
11342,Nigeria
11343,Nigeria
11344,Côte d'Ivoire
11345,Côte d'Ivoire
11346,Nigeria
11348,Mozambique
11350,Mozambique
11351,Mozambique
11352,Zimbabwe
11353,Nigeria
11354,Nigeria
11356,Zambia
11357,Haiti
11358,Ghana
11361,Tanzania
11367,Rwanda
11368,Côte d'Ivoire
11369,Côte d'Ivoire
11370,Zambia
11372,Nigeria
11373,Côte d'Ivoire
11374,Côte d'Ivoire
11376,Tanzania
11377,Zimbabwe
11378,Nigeria
11829,Haiti
11379,Zambia
11381,Rwanda
11383,Zambia
11384,Rwanda
11385,Rwanda
11386,Côte d'Ivoire
11387,Côte d'Ivoire
11390,Côte d'Ivoire
11391,Côte d'Ivoire
11393,Zambia
11394,Zambia
11395,Zambia
11397,Côte d'Ivoire
11398,Côte d'Ivoire
11401,Rwanda
11402,Rwanda
11403,Ethiopia
11404,Zambia
11407,Côte d'Ivoire
11408,Rwanda
11409,Mozambique
11411,Côte d'Ivoire
11412,Mozambique
11417,Tanzania
11418,Mozambique
11419,Côte d'Ivoire
11420,Côte d'Ivoire
11424,Zimbabwe
11425,Mozambique
11426,Côte d'Ivoire
11430,Uganda
11431,Côte d'Ivoire
11432,Mozambique
11433,Mozambique
11434,Zambia
11435,Côte d'Ivoire
11436,Côte d'Ivoire
11450,Zambia
11452,Mozambique
11454,Ethiopia
11456,Zambia
11458,Zambia
11462,Nigeria
11464,Mozambique
11472,Zambia
11473,Côte d'Ivoire
11474,Zimbabwe
11475,Zimbabwe
11476,Nigeria
11477,Mozambique
11478,Mozambique
11479,Zambia
11480,Côte d'Ivoire
11481,Côte d'Ivoire
11483,Côte d'Ivoire
11484,Côte d'Ivoire
11485,Zambia
11490,Côte d'Ivoire
11491,Côte d'Ivoire
11492,Haiti
11493,Côte d'Ivoire
11494,Nigeria
11495,Nigeria
11496,Zambia
11497,Zambia
11500,Namibia
11501,Namibia
11507,Nigeria
11508,Côte d'Ivoire
11510,Zambia
11511,Zimbabwe
11512,Côte d'Ivoire
11515,Zimbabwe
11516,Uganda
11517,Rwanda
11518,Zambia
11520,Ethiopia
11521,Zimbabwe
11522,Ethiopia
11523,Nigeria
11524,Ethiopia
11525,Tanzania
11526,Côte d'Ivoire
11527,Zimbabwe
11529,Haiti
11530,Haiti
11531,Zambia
11532,Pakistan
11533,Nigeria
11535,Tanzania
11536,Nigeria
11537,Haiti
11538,Tanzania
11539,Nigeria
11541,Uganda
11542,Haiti
11543,Nigeria
11545,Tanzania
11547,Côte d'Ivoire
11548,Namibia
11550,Uganda
11551,Haiti
11552,Ethiopia
11553,Haiti
11554,Mozambique
11555,Zimbabwe
11556,Zambia
11557,Guyana
11558,Tanzania
11559,Tanzania
11560,Ethiopia
11561,Zimbabwe
11562,Zambia
11563,Kenya
11564,Guyana
11565,Uganda
11567,Zambia
11568,Uganda
11569,Rwanda
11570,Nigeria
11571,Nigeria
11572,Nigeria
11573,Nigeria
11574,Nigeria
11577,Zambia
11578,Zimbabwe
11579,Nigeria
11581,Haiti
11582,Zambia
11583,Mozambique
11584,Kenya
11585,Namibia
11586,Namibia
11587,Ethiopia
11590,Côte d'Ivoire
11591,Côte d'Ivoire
11592,Uganda
11593,Uganda
11594,Uganda
11595,Zambia
11596,Tanzania
11597,Mozambique
11598,Mozambique
11600,Mozambique
11601,Côte d'Ivoire
11602,Uganda
11603,Ethiopia
11605,Uganda
11606,Tanzania
11607,Uganda
11608,Ethiopia
11609,Ethiopia
11610,Pakistan
11612,Zambia
11613,Nigeria
11614,Haiti
11615,Nigeria
11616,Uganda
11617,Uganda
11618,Ethiopia
11619,Ethiopia
11620,Nigeria
11622,Nigeria
11623,Nigeria
11624,Nigeria
11626,Rwanda
11627,Nigeria
11628,Mozambique
11629,Nigeria
11630,Nigeria
11634,Haiti
11635,Nigeria
11636,Haiti
11637,Uganda
11638,Zambia
11639,Mozambique
11640,Ghana
11641,Ghana
11646,Uganda
11647,Nigeria
11652,Haiti
11653,Haiti
11654,Uganda
11655,Uganda
11656,Zimbabwe
11657,Côte d'Ivoire
11660,Côte d'Ivoire
11662,Zambia
11663,Mozambique
11664,Mozambique
11665,Nigeria
11666,Nigeria
11667,Nigeria
11668,Côte d'Ivoire
11669,Uganda
11670,Haiti
11672,Zambia
11673,Zambia
11674,Côte d'Ivoire
11675,Côte d'Ivoire
11677,Zambia
11678,Uganda
11679,Côte d'Ivoire
11680,Uganda
11681,Zambia
11682,Côte d'Ivoire
11683,Côte d'Ivoire
11684,Nigeria
11685,Nigeria
11687,Mozambique
11688,Mozambique
11689,Uganda
11740,Tanzania
11690,Tanzania
11691,Ethiopia
11692,Nigeria
11693,Lebanon
11694,Lebanon
11695,Zambia
11697,Ethiopia
11698,Mozambique
11703,Côte d'Ivoire
11706,Guyana
11707,Zambia
11708,Mozambique
11709,Nigeria
11710,Nigeria
11711,Haiti
11712,Haiti
11713,Côte d'Ivoire
11714,Côte d'Ivoire
11715,Guyana
11716,Nigeria
11718,Côte d'Ivoire
11719,Mozambique
11721,Côte d'Ivoire
11722,Côte d'Ivoire
11723,Côte d'Ivoire
11724,Zimbabwe
11725,Zambia
11731,Côte d'Ivoire
11732,Tanzania
11733,Nigeria
11735,Zimbabwe
11737,Angola
11738,Zimbabwe
11739,Zimbabwe
11741,Tanzania
11742,Tanzania
11743,Zambia
11744,Tanzania
11745,Zambia
11747,Tanzania
11749,Tanzania
11750,Zambia
11751,Mozambique
11753,Tanzania
11754,Tanzania
11755,Mozambique
11756,Mozambique
11757,Côte d'Ivoire
11758,Côte d'Ivoire
11761,Zimbabwe
11762,Zimbabwe
11764,Zimbabwe
11765,Zambia
11766,Côte d'Ivoire
11767,Côte d'Ivoire
11769,Namibia
11780,Côte d'Ivoire
11787,Zimbabwe
11792,Côte d'Ivoire
11798,Zambia
11799,Zambia
11801,Tanzania
11802,Côte d'Ivoire
11803,Côte d'Ivoire
11804,Zambia
11805,Mozambique
11994,Zambia
11806,Mozambique
11807,Zambia
11808,Nigeria
11810,Zimbabwe
11811,Côte d'Ivoire
11812,Côte d'Ivoire
11813,Côte d'Ivoire
11814,Haiti
11815,Côte d'Ivoire
11817,Côte d'Ivoire
11818,Zambia
11821,Rwanda
11824,Ethiopia
11825,Zambia
11826,Nigeria
11827,Nigeria
11830,Ethiopia
11832,Zimbabwe
11833,Uganda
11834,Rwanda
11837,Nigeria
11839,Côte d'Ivoire
11840,Rwanda
11841,Zambia
11842,Côte d'Ivoire
11843,Côte d'Ivoire
11845,Ethiopia
11846,Uganda
11847,Uganda
11850,Ethiopia
11851,Tanzania
11852,Côte d'Ivoire
11854,Zambia
11855,Zimbabwe
11856,Zimbabwe
11857,Haiti
11858,Nigeria
11859,Zambia
11860,Haiti
11861,Nigeria
11862,Nigeria
11863,Nigeria
11864,Zambia
11865,Nigeria
11866,Zimbabwe
11867,Côte d'Ivoire
11868,Zambia
11869,Mozambique
11870,Guyana
11873,Côte d'Ivoire
11874,Côte d'Ivoire
11875,Nigeria
11876,Haiti
11877,Nigeria
11878,Zambia
11879,Nigeria
11880,Haiti
11881,Côte d'Ivoire
11882,Zimbabwe
11883,Tanzania
11884,Côte d'Ivoire
11887,Uganda
11888,Haiti
11890,Côte d'Ivoire
11995,Zambia
11891,Mozambique
11892,Tanzania
11893,Ethiopia
11894,Zimbabwe
11895,Nigeria
11897,Namibia
11899,Haiti
11900,Kenya
11902,Nigeria
11903,Haiti
11904,Haiti
11905,Zimbabwe
11906,Uganda
11907,Haiti
11908,Haiti
11909,Nigeria
11910,Nigeria
11913,Ethiopia
11914,Kenya
11916,Pakistan
11917,Nigeria
11918,Haiti
11919,Zambia
11920,Rwanda
11921,Nigeria
11923,Côte d'Ivoire
11924,Rwanda
11925,Tanzania
11926,Mozambique
11927,Sierra Leone
11928,Côte d'Ivoire
11932,Nigeria
11933,Nigeria
11934,Nigeria
11935,Nigeria
11936,Haiti
11937,Haiti
11938,Haiti
11939,Nigeria
11940,Tanzania
11942,Haiti
11943,Haiti
11944,Ethiopia
11945,Nigeria
11946,Nigeria
11947,Nigeria
11948,Zambia
11949,Nigeria
11950,Côte d'Ivoire
11951,Côte d'Ivoire
11953,Zambia
11954,Côte d'Ivoire
11955,Nigeria
11956,Nigeria
11957,Côte d'Ivoire
11958,Côte d'Ivoire
11959,Mozambique
11960,Côte d'Ivoire
11961,Côte d'Ivoire
11962,Côte d'Ivoire
11963,Haiti
11964,Mozambique
11966,Kenya
11967,Nigeria
11968,Haiti
11969,Mozambique
11970,Côte d'Ivoire
11971,Swaziland
11972,Swaziland
11973,Mozambique
11974,Mozambique
11975,Zambia
11980,Nigeria
11981,Zambia
11983,Nigeria
11988,Haiti
11989,Zimbabwe
11990,Côte d'Ivoire
11991,Uganda
11992,Uganda
11993,Uganda
11996,Nigeria
11997,Nigeria
11998,Haiti
11999,Haiti
12000,Mozambique
12001,Zambia
12003,Côte d'Ivoire
12004,Uganda
12005,Zambia
12006,Zimbabwe
12008,Uganda
12009,Côte d'Ivoire
12010,Côte d'Ivoire
12011,Nigeria
12012,Zambia
12014,Haiti
12015,Ethiopia
12016,Lebanon
12017,Uganda
12018,Uganda
12020,Ethiopia
12021,Ethiopia
12025,Côte d'Ivoire
12026,Côte d'Ivoire
12030,Zambia
12031,Nigeria
12033,Mozambique
12034,Côte d'Ivoire
12037,Côte d'Ivoire
12041,Rwanda
12043,Côte d'Ivoire
12044,Côte d'Ivoire
12045,Côte d'Ivoire
12046,Côte d'Ivoire
12047,Côte d'Ivoire
12050,Nigeria
12056,Nigeria
12058,Tanzania
12059,Mozambique
12060,Mozambique
12061,Mozambique
12062,Mozambique
12063,Nigeria
12064,Nigeria
12067,Nigeria
12068,Zimbabwe
12071,Zambia
12072,Nigeria
12073,Tanzania
12074,Côte d'Ivoire
12075,Zambia
12077,Côte d'Ivoire
12078,Rwanda
12079,Rwanda
12080,Côte d'Ivoire
12083,Tanzania
12086,Tanzania
12088,Mozambique
12089,Mozambique
12090,Mozambique
12091,Mozambique
12092,Mozambique
12093,Mozambique
12094,Mozambique
12100,Rwanda
12107,Zambia
12109,Ethiopia
12110,Ethiopia
12112,Rwanda
12113,Zimbabwe
12120,Mozambique
12122,Côte d'Ivoire
12123,Zimbabwe
12125,Guyana
12126,Haiti
12127,Côte d'Ivoire
12128,Côte d'Ivoire
12129,Haiti
12130,Nigeria
12131,Nigeria
12133,Namibia
12135,Zambia
12136,Ethiopia
12138,Ethiopia
12139,Côte d'Ivoire
12143,Ethiopia
12144,Mozambique
12145,Mozambique
12146,Zimbabwe
12147,Zimbabwe
12148,Uganda
12149,Zimbabwe
12150,Zambia
12151,Haiti
12154,Zambia
12155,Haiti
12159,Namibia
12163,Kenya
12164,Nigeria
12165,Zimbabwe
12166,Haiti
12167,Guyana
12168,Nigeria
12169,Tanzania
12170,Haiti
12171,Zambia
12172,Uganda
12174,Nigeria
12175,Nigeria
12176,Uganda
12177,Zambia
12178,Haiti
12179,Nigeria
12180,Zambia
12181,Nigeria
12182,Nigeria
12183,Guyana
12184,Zambia
12185,Zambia
12186,Haiti
12187,Haiti
12188,Haiti
12189,Uganda
12191,Namibia
12192,Nigeria
12195,Tanzania
12196,Mozambique
12197,Zambia
12198,Mozambique
12199,Botswana
12200,Botswana
12201,Botswana
12202,Kenya
12203,Nigeria
12204,Ethiopia
12205,Namibia
12206,Namibia
12207,Kenya
12210,Uganda
12211,Haiti
12212,Zimbabwe
12213,Côte d'Ivoire
12214,Côte d'Ivoire
12215,Côte d'Ivoire
12216,Uganda
12218,Kenya
12219,Uganda
12220,Uganda
12222,Nigeria
12224,Nigeria
12225,Zambia
12228,Nigeria
12230,Mozambique
12231,Mozambique
12232,Zimbabwe
12233,Zambia
12234,Zambia
12235,Mozambique
12236,Nigeria
12237,Ethiopia
12238,Tanzania
12242,Côte d'Ivoire
12243,Nigeria
12244,Kenya
12245,Nigeria
12246,Nigeria
12247,Haiti
12248,Zambia
12249,Nigeria
12250,Nigeria
12251,Nigeria
12252,Uganda
12253,Uganda
12254,Tanzania
12255,Ethiopia
12256,Ethiopia
12257,Nigeria
12258,Nigeria
12259,Nigeria
12260,Nigeria
12261,Nigeria
12264,Nigeria
12265,Nigeria
12266,Nigeria
12267,Ethiopia
12269,Mozambique
12270,Côte d'Ivoire
12271,Nigeria
12272,Mozambique
12273,Tanzania
12276,Zimbabwe
12277,Mozambique
12278,Nigeria
12279,Haiti
12280,Haiti
12281,Uganda
12282,Zambia
12283,Côte d'Ivoire
12284,Côte d'Ivoire
12286,Nigeria
12289,Nigeria
12290,Nigeria
12293,Kenya
12294,Haiti
12295,Nigeria
12296,Uganda
12297,Nigeria
12299,Zambia
12300,Mozambique
12301,Nigeria
12302,Nigeria
12303,Côte d'Ivoire
12421,Zambia
12304,Nigeria
12305,Haiti
12307,Mozambique
12309,Rwanda
12310,Uganda
12311,Uganda
12312,Uganda
12313,Côte d'Ivoire
12314,Zambia
12315,Zambia
12316,Zimbabwe
12384,Tanzania
12317,Zambia
12318,Côte d'Ivoire
12319,Tanzania
12320,Zambia
12321,Nigeria
12322,Nigeria
12323,Côte d'Ivoire
12324,Mozambique
12325,Ethiopia
12326,Lebanon
12327,Lebanon
12328,Zambia
12329,Uganda
12330,Ethiopia
12334,Zimbabwe
12335,Nigeria
12336,Rwanda
12337,Mozambique
12341,Mozambique
12342,Mozambique
12346,Botswana
12349,Côte d'Ivoire
12350,Mozambique
12351,Mozambique
12352,Côte d'Ivoire
12354,Nigeria
12355,Zambia
12358,Rwanda
12364,Mozambique
12365,Nigeria
12366,Mozambique
12368,Ethiopia
12369,Côte d'Ivoire
12372,Tanzania
12373,Côte d'Ivoire
12375,Zambia
12378,Zambia
12379,Mozambique
12388,Côte d'Ivoire
12391,Côte d'Ivoire
12393,Tanzania
12395,Mozambique
12396,Mozambique
12397,Côte d'Ivoire
12399,Mozambique
12400,Zambia
12404,Tanzania
12406,Zambia
12407,Zambia
12408,Zambia
12411,Côte d'Ivoire
12413,Zimbabwe
12416,Côte d'Ivoire
12418,Zambia
12513,Pakistan
12424,Nigeria
12425,Mozambique
12426,Nigeria
12428,Côte d'Ivoire
12429,Zambia
12431,Mozambique
12432,Côte d'Ivoire
12433,Côte d'Ivoire
12434,Ethiopia
12435,Uganda
12438,Côte d'Ivoire
12439,Zambia
12441,Zambia
12443,Haiti
12446,Zambia
12447,Ethiopia
12451,Nigeria
12452,Côte d'Ivoire
12453,Ethiopia
12454,Mozambique
12455,Rwanda
12456,Zambia
12459,Zambia
12460,Côte d'Ivoire
12461,Rwanda
12462,Rwanda
12464,Haiti
12465,Nigeria
12470,Ethiopia
12471,Côte d'Ivoire
12472,Côte d'Ivoire
12473,Zimbabwe
12475,Haiti
12476,Haiti
12477,Nigeria
12478,Nigeria
12479,Nigeria
12480,Nigeria
12481,Tanzania
12482,Zimbabwe
12483,Haiti
12484,Tanzania
12485,Zambia
12486,Tanzania
12487,Nigeria
12488,Mozambique
12490,Haiti
12492,Zambia
12493,Uganda
12495,Tanzania
12496,Nigeria
12497,Côte d'Ivoire
12498,Ethiopia
12499,Kenya
12500,Haiti
12501,Côte d'Ivoire
12502,Tanzania
12503,Haiti
12504,Tanzania
12505,Zambia
12506,Côte d'Ivoire
12507,Côte d'Ivoire
12508,Zimbabwe
12509,Haiti
12510,Kenya
12511,Haiti
12515,Mozambique
12516,Tanzania
12517,Tanzania
12518,Tanzania
12519,Uganda
12521,Mozambique
12522,Mozambique
12523,Kenya
12524,Guyana
12525,Zambia
12526,Zambia
12527,Nigeria
12530,Pakistan
12531,Nigeria
12532,Zambia
12533,Zambia
12534,Kenya
12535,Nigeria
12536,Uganda
12537,Mozambique
12538,Mozambique
12539,Mozambique
12541,Côte d'Ivoire
12542,Uganda
12543,Uganda
12544,Uganda
12545,Nigeria
12546,Côte d'Ivoire
12547,Uganda
12548,Nigeria
12549,Haiti
12550,Nigeria
12551,Nigeria
12552,Uganda
12553,Ethiopia
12554,Ethiopia
12555,Nigeria
12556,Côte d'Ivoire
12557,Côte d'Ivoire
12558,Nigeria
12560,Côte d'Ivoire
12561,Zambia
12563,Côte d'Ivoire
12564,Côte d'Ivoire
12565,Zambia
12567,Mozambique
12568,Nigeria
12569,Uganda
12570,Nigeria
12571,Nigeria
12572,Haiti
12573,Nigeria
12574,Haiti
12575,Côte d'Ivoire
12576,Nigeria
12577,Haiti
12578,Uganda
12579,Côte d'Ivoire
12580,Côte d'Ivoire
12581,Ghana
12585,Nigeria
12586,Namibia
12587,Uganda
12591,Uganda
12592,Zambia
12593,Zambia
12594,Côte d'Ivoire
12597,Haiti
12598,Zambia
12599,Nigeria
12600,Nigeria
12601,Zambia
12602,Uganda
12603,Uganda
12604,Mozambique
12608,Mozambique
12609,Zambia
12610,Tanzania
12611,Zambia
12612,Mozambique
12613,Nigeria
12614,Tanzania
12616,Ethiopia
12617,Haiti
12618,Mozambique
12619,Côte d'Ivoire
12620,Mozambique
12622,Mozambique
12625,Nigeria
12628,Zambia
12630,Mozambique
12631,Zambia
12632,Zambia
12633,Zambia
12635,Zambia
12637,Rwanda
12638,Zambia
12639,Nigeria
12641,Zambia
12644,Tanzania
12646,Mozambique
12648,Côte d'Ivoire
12649,Côte d'Ivoire
12654,Tanzania
12656,Côte d'Ivoire
12658,Mozambique
12659,Côte d'Ivoire
12661,Côte d'Ivoire
12662,Côte d'Ivoire
12663,Tanzania
12664,Tanzania
12665,Rwanda
12666,Côte d'Ivoire
12667,Côte d'Ivoire
12669,Côte d'Ivoire
12670,Côte d'Ivoire
12671,Côte d'Ivoire
12672,Rwanda
12673,Mozambique
12675,Côte d'Ivoire
12676,Côte d'Ivoire
12680,Namibia
12682,Tanzania
12683,Tanzania
12684,Tanzania
12685,Mozambique
12686,Mozambique
12688,Côte d'Ivoire
12690,Zimbabwe
12691,Zimbabwe
12694,Uganda
12710,Côte d'Ivoire
12711,Ethiopia
12712,Ethiopia
12714,Zambia
12715,Côte d'Ivoire
12716,Zambia
12718,Haiti
12723,Zambia
12724,Nigeria
12729,Mozambique
12734,Côte d'Ivoire
12735,Zimbabwe
12736,Côte d'Ivoire
12737,Côte d'Ivoire
12738,Guyana
12739,Côte d'Ivoire
12740,Zambia
12741,Haiti
12742,Haiti
12748,Côte d'Ivoire
12749,Côte d'Ivoire
12751,Nigeria
12752,Nigeria
12753,Mozambique
12754,Côte d'Ivoire
12755,Nigeria
12756,Nigeria
12759,Ethiopia
12760,Mozambique
12761,Uganda
12762,Zimbabwe
12763,Haiti
12764,Mozambique
12766,Haiti
12770,Ethiopia
12771,Uganda
12772,Côte d'Ivoire
12773,Côte d'Ivoire
12774,Uganda
12776,Zimbabwe
12777,Haiti
12778,Nigeria
12779,Côte d'Ivoire
12800,Mozambique
12780,Nigeria
12781,Tanzania
12782,Tanzania
12783,Côte d'Ivoire
12784,Mozambique
12785,Zambia
12786,Tanzania
12788,Haiti
12789,Ethiopia
12790,Haiti
12791,Haiti
12792,Zimbabwe
12793,Cameroon
12794,Zimbabwe
12795,Haiti
12796,Zambia
12797,Haiti
12798,Nigeria
12801,Mozambique
12803,Zimbabwe
12805,Kenya
12806,Mozambique
12808,Uganda
12809,Ethiopia
12810,Zimbabwe
12811,Zimbabwe
12812,Uganda
12813,Zambia
12814,Zambia
12817,Côte d'Ivoire
12818,Kenya
12819,Tanzania
12820,Haiti
12821,Haiti
12822,Nigeria
12823,Nigeria
12870,Kenya
12824,Nigeria
12825,Nigeria
12826,Pakistan
12827,Nigeria
12828,Kenya
12829,Zambia
12830,Kenya
12835,Tanzania
12836,Mozambique
12837,Zimbabwe
12838,Mozambique
12839,Ethiopia
12840,Ethiopia
12841,Ethiopia
12842,Uganda
12843,Côte d'Ivoire
12844,Zimbabwe
12845,Pakistan
12846,Pakistan
12849,Zimbabwe
12850,Côte d'Ivoire
12851,Côte d'Ivoire
12852,Zambia
12853,Nigeria
12854,Zambia
12857,Tanzania
12858,Ethiopia
12859,Ethiopia
12860,Ethiopia
12862,Nigeria
12863,Nigeria
12864,Nigeria
12865,Nigeria
12866,Nigeria
12868,Côte d'Ivoire
12869,Zimbabwe
12871,Côte d'Ivoire
12873,Nigeria
12874,Zimbabwe
12875,Mozambique
12876,Tanzania
12877,Nigeria
12878,Nigeria
12879,Nigeria
12883,Ghana
12885,Nigeria
12886,Nigeria
12887,Uganda
12892,Nigeria
12893,Nigeria
12894,Nigeria
12896,Mozambique
12897,Zambia
12898,Mozambique
12899,Nigeria
12900,Zambia
12902,Haiti
12903,Haiti
12904,Haiti
12905,Côte d'Ivoire
12908,Uganda
12909,Uganda
12910,Zambia
12911,Côte d'Ivoire
12912,Uganda
12913,Côte d'Ivoire
12914,Nigeria
12915,Nigeria
12916,Nigeria
12917,Nigeria
12918,Nigeria
12919,Zambia
12920,Mozambique
12922,Ghana
12923,Ghana
12925,Haiti
12926,Ethiopia
12929,Kenya
12935,Vietnam
12959,Zambia
12973,Haiti
12981,South Sudan
13004,Mozambique
13007,Burundi
13016,Burundi
13020,Haiti
13027,Vietnam
13038,South Africa
13064,South Africa
13091,South Africa
13093,Vietnam
13106,Vietnam
13115,South Africa
13138,Nigeria
13148,Dominican Republic
13151,Mozambique
13161,South Africa
13205,Côte d'Ivoire
13231,South Africa
13275,Vietnam
13277,Vietnam
13302,Rwanda
13311,Côte d'Ivoire
13379,Malawi
13476,Mozambique
13481,South Africa
13487,Haiti
13544,Côte d'Ivoire
13547,"Congo, DRC"
15356,Sudan
13555,Vietnam
13568,South Africa
13571,South Sudan
13581,Swaziland
13608,Uganda
13648,"Congo, DRC"
13652,Vietnam
13696,Dominican Republic
13700,Mozambique
13708,"Congo, DRC"
13739,Haiti
13748,Côte d'Ivoire
13761,Vietnam
13766,Vietnam
13809,Nigeria
13817,Zimbabwe
13841,Rwanda
13842,"Congo, DRC"
15368,Vietnam
13845,South Africa
13862,Burundi
13874,Haiti
13886,Uganda
13897,Kenya
13899,South Africa
13900,Cameroon
13903,Tanzania
13904,Vietnam
13915,Cameroon
13926,South Africa
13959,Zambia
13968,South Sudan
13978,Vietnam
13988,Haiti
14016,Vietnam
14018,Haiti
14023,South Africa
14043,Vietnam
14079,Tanzania
14097,Burundi
14178,Tanzania
14180,Zambia
14195,Benin
14200,South Africa
14210,Côte d'Ivoire
14230,Rwanda
14240,South Sudan
14241,Mozambique
14252,Uganda
14265,Vietnam
14278,Ethiopia
14279,Tanzania
14286,Côte d'Ivoire
14291,Tanzania
14309,Vietnam
14323,Dominican Republic
14331,Vietnam
14348,Nigeria
14364,South Africa
14384,Tanzania
14404,South Africa
14409,South Africa
14410,Nigeria
14412,South Africa
14431,Rwanda
14433,South Africa
14437,South Africa
14440,South Africa
14447,South Africa
14508,Zimbabwe
14542,South Africa
14564,South Africa
14571,Nigeria
14578,Haiti
14605,Haiti
14628,South Africa
14658,Zambia
14665,Haiti
14694,Côte d'Ivoire
14710,Haiti
14743,South Africa
14785,Côte d'Ivoire
14803,Rwanda
14811,Rwanda
14820,Pakistan
14846,"Congo, DRC"
14871,Vietnam
14874,South Africa
14929,South Africa
14931,Rwanda
14941,Tanzania
14943,Uganda
14970,Haiti
14988,South Sudan
15004,South Africa
15005,Nigeria
15011,Rwanda
15012,South Africa
15046,South Africa
15051,Guyana
15115,"Congo, DRC"
15131,Zambia
15142,South Africa
15149,Vietnam
15176,South Africa
15195,Guyana
15240,Haiti
15241,South Africa
15248,Vietnam
15283,Nigeria
15298,South Africa
15352,Vietnam
15382,Mali
15399,Nigeria
15405,Rwanda
15423,Côte d'Ivoire
15460,Haiti
15499,Tanzania
15554,South Africa
15596,Zimbabwe
15619,South Africa
15625,Mozambique
15642,Rwanda
15643,Nigeria
15656,Cameroon
15670,Cameroon
15687,South Africa
15695,Ethiopia
15726,Rwanda
15727,Nigeria
15738,Vietnam
15751,"Congo, DRC"
15772,Vietnam
15778,Tanzania
15788,South Sudan
15795,South Africa
15804,Mali
15813,Mozambique
15815,South Africa
15825,Tanzania
15867,Rwanda
15879,Rwanda
15894,Vietnam
15909,South Africa
15930,Zambia
15946,Ethiopia
15984,South Africa
15994,Haiti
15999,Tanzania
16044,Côte d'Ivoire
16053,Vietnam
16071,Nigeria
16084,South Africa
16085,Haiti
16097,Tanzania
16098,Haiti
16099,South Africa
16104,Ethiopia
16173,Tanzania
16186,Vietnam
16213,Burundi
16231,Tanzania
16232,Haiti
16236,Ethiopia
16255,Kenya
16277,Ethiopia
16766,Rwanda
16291,Dominican Republic
16379,South Africa
16391,South Sudan
16398,Rwanda
16462,South Africa
16473,Tanzania
16496,Tanzania
16504,South Africa
16513,Haiti
16553,South Africa
16556,Rwanda
16619,Zambia
16656,Vietnam
16693,Kenya
16707,Kenya
16708,Zambia
16725,Vietnam
16784,Vietnam
16794,Rwanda
16805,Uganda
16828,Vietnam
16848,Côte d'Ivoire
16881,Haiti
16901,Vietnam
16921,Vietnam
16923,Nigeria
16926,South Africa
16967,Vietnam
16998,Tanzania
17003,Mozambique
17065,Côte d'Ivoire
17096,Zambia
17124,Côte d'Ivoire
17129,Vietnam
17135,Tanzania
17145,Pakistan
17200,Haiti
17207,Rwanda
17219,Haiti
17228,Vietnam
17242,South Africa
17245,"Congo, DRC"
17247,Zambia
17259,Tanzania
17348,South Africa
17349,Rwanda
17359,South Africa
17373,Mozambique
17447,Côte d'Ivoire
17501,Vietnam
17600,Tanzania
17640,Mozambique
17648,South Africa
17660,South Africa
17697,Vietnam
17701,Mali
17717,Guyana
17764,South Africa
17796,Zambia
17800,Haiti
17815,Mozambique
17825,Nigeria
17831,Sudan
17844,South Africa
17861,Vietnam
17865,South Africa
17870,South Africa
17900,Namibia
17924,South Africa
17944,South Africa
17949,South Africa
18022,"Congo, DRC"
18053,South Africa
18093,South Africa
18099,South Africa
18121,South Africa
18129,South Africa
18155,Sudan
18182,South Africa
18227,Vietnam
18240,Vietnam
18246,Burundi
18269,Mozambique
18316,Zimbabwe
18325,Cameroon
18354,Haiti
18373,Vietnam
18386,Haiti
18392,"Congo, DRC"
18405,Haiti
18422,Zambia
18436,Ethiopia
18494,Ethiopia
18500,Vietnam
18509,South Africa
18538,South Africa
18580,Tanzania
18586,Ghana
18629,Vietnam
18633,Sudan
18639,Burundi
18664,Vietnam
18673,Vietnam
18679,Haiti
18694,Tanzania
18708,Zimbabwe
18740,Guatemala
18762,South Africa
18811,Côte d'Ivoire
18862,Haiti
18881,Botswana
18904,"Congo, DRC"
18923,Tanzania
18980,Tanzania
18992,South Africa
18997,Guyana
19013,South Africa
19014,Mozambique
19019,South Sudan
19063,South Sudan
19080,Haiti
19105,Rwanda
19142,Vietnam
19146,South Africa
19172,South Sudan
