id,line_item_quantity,line_item_value,pack_price,unit_price,weight_kilograms,freight_cost_usd,line_item_insurance_usd
13809,4560,82080.0,18.0,0.6,Weight Captured Separately,Invoiced Separately,84.38
13817,32670,151915.5,4.65,0.16,3076,25730.13,156.17
13841,62209,681188.55,10.95,0.36,5795,63600.4,1335.13
13842,940,1175.0,1.25,0.04,132,2516.57,1.21
15368,24480,58752.0,2.4,0.04,3536,20910.43,115.15
13845,33,1671.87,50.66,0.84,Weight Captured Separately,Freight Included in Commodity Cost,1.72
13862,595,16422.0,27.6,0.92,63,865.67,19.33
13874,14448,46667.04,3.23,0.11,2284,13257.25,57.73
13886,108,3888.0,36.0,0.3,22,265,4.81
13897,8298,738522.0,89.0,0.89,1427,16090.59,1218.56
13899,16,272.7,17.04,0.19,Weight Captured Separately,Freight Included in Commodity Cost,0.28
13900,120,8658.0,72.15,0.72,Weight Captured Separately,1090.87,10.71
13903,5925,9243.0,1.56,0.05,394,3245.39,11.43
13904,9800,63602.0,6.49,0.11,2235,3708.72,65.38
13915,1000,350000.0,350.0,3.5,2090,51331.09,432.95
13926,19992,156337.44,7.82,0.26,1378,3646.1,337.06
13959,10000,19900.0,1.99,0.03,849,4316.34,20.46
13968,35,1120.0,32.0,1.6,176,4124.74,1.39
13978,9095,62300.75,6.85,0.11,1736,8163.83,77.07
13988,300,7350.0,24.5,24.5,182,2581.83,9.09
14016,7600,15808.0,2.08,0.03,1292,2800.95,16.25
14018,50544,334095.84,6.61,0.11,4669,34778.32,343.45
14023,100,3297.8,32.98,0.37,Weight Captured Separately,Freight Included in Commodity Cost,6.46
14043,3528,27342.0,7.75,0.26,395,3538.57,58.95
14079,2915,0.0,0.0,0.0,1208,20583.37,0.0
14097,3484,278720.0,80.0,0.8,1415,33228.68,286.52
14178,10000,200000.0,20.0,0.8,3334,21952.35,330.0
14180,9500,304000.0,32.0,1.6,2783,20621.1,312.51
14195,1244,17540.4,14.1,0.47,175,5864.56,28.94
14200,59,1653.14,28.02,0.47,Weight Captured Separately,Freight Included in Commodity Cost,1.7
14210,4000,112000.0,28.0,0.47,655,5300.24,184.8
14230,400,12328.0,30.82,0.1,454,7152.99,15.25
14240,70,6230.0,89.0,0.89,Weight Captured Separately,Invoiced Separately,7.33
14241,800,6064.0,7.58,0.25,77,979.14,6.23
14252,7445,16676.8,2.24,0.04,574,3868.24,17.14
14265,263,486.55,1.85,0.01,182,5970.85,0.6
14278,56000,133280.0,2.38,0.04,2996,10612.93,287.35
14279,100986,343352.4,3.4,0.11,10579,41585.93,481.38
14286,1900,55100.0,29.0,1.45,550,8263.16,68.16
14291,100,8000.0,80.0,0.8,39,1176.54,8.22
14309,3812,231845.84,60.82,0.51,824,3216.15,325.05
14323,112,8400.0,75.0,0.75,See ASN-12145 (ID#:13696),See ASN-12145 (ID#:13696),13.86
14331,3528,22932.0,6.5,0.22,383,1162.52,44.95
14348,2044,181916.0,89.0,0.89,976,26014.88,300.16
14364,9,620.91,68.99,1.15,Weight Captured Separately,Freight Included in Commodity Cost,0.64
14384,20867,32552.52,1.56,0.05,1337,8403.67,40.27
14404,150000,430500.0,2.87,0.05,9306,10511.33,710.32
14409,159000,443610.0,2.79,0.05,16729,25199.31,956.42
14410,1245,48555.0,39.0,0.05,859,5810.56,104.68
14412,24,2031.3,84.64,1.41,Weight Captured Separately,Freight Included in Commodity Cost,2.09
14431,109,17410.04,159.73,0.59,27,2205.25,28.73
14433,100,4669.76,46.7,1.56,Weight Captured Separately,Freight Included in Commodity Cost,10.07
14437,3,51.42,17.14,0.06,Weight Captured Separately,Freight Included in Commodity Cost,0.05
14440,28000,280560.0,10.02,0.04,Weight Captured Separately,Freight Included in Commodity Cost,604.89
14447,5745,25909.95,4.51,0.15,488,4232.71,42.75
14508,2730,218400.0,80.0,0.8,1053,27236.25,360.36
14542,6395,19185.0,3.0,0.01,Weight Captured Separately,Freight Included in Commodity Cost,41.36
14564,7,126.22,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.13
14571,2744,244216.0,89.0,0.89,1303,28734.43,342.39
14578,3680,20240.0,5.5,0.06,6385,8768.76,25.04
14605,71376,231258.24,3.24,0.11,5864,7558.01,286.07
14628,48,1236.47,25.76,0.21,Weight Captured Separately,Freight Included in Commodity Cost,1.53
14658,2265,69807.3,30.82,0.1,2272,14603.71,71.76
14665,1000,97680.0,97.68,0.98,227,2486.62,210.6
14694,6000,57000.0,9.5,0.16,1278,1742.12,122.89
14710,29908,89125.84,2.98,0.1,2423,14650.41,91.62
14743,87500,641375.0,7.33,0.12,4416,7334.83,1382.8
14785,3200,256000.0,80.0,0.8,1394,20822.73,316.67
14803,9720,14677.2,1.51,0.01,4365,Freight Included in Commodity Cost,15.09
14811,4068,99666.0,24.5,24.5,2712,37680.04,102.46
14820,2132,170560.0,80.0,0.8,1017,14959.84,239.13
14846,60,1849.2,30.82,0.1,113,2570.86,2.29
14871,1769,3714.9,2.1,0.04,1961,7308.37,4.6
14874,26000,392080.0,15.08,0.06,Weight Captured Separately,7707.42,845.32
14929,9,342.83,38.09,1.27,Weight Captured Separately,Freight Included in Commodity Cost,0.4
14931,1080,43869.6,40.62,0.68,282,1028.1,45.1
14941,9000,179100.0,19.9,0.66,1081,5834.1,386.14
14943,75,3750.0,50.0,0.28,19,435,7.35
14970,192,2417.28,12.59,0.06,Weight Captured Separately,Freight Included in Commodity Cost,5.21
14988,337,29993.0,89.0,0.89,181,4978.09,42.05
15004,599,11964.63,19.97,0.08,Weight Captured Separately,Freight Included in Commodity Cost,23.45
15005,8018,256576.0,32.0,1.6,2607,28595.45,359.72
15011,9653,168734.44,17.48,0.58,Weight Captured Separately,Freight Included in Commodity Cost,363.79
15012,2452,17899.6,7.3,0.12,127,47101.63,29.53
15046,6,71.03,11.84,0.39,Weight Captured Separately,Freight Included in Commodity Cost,0.07
15051,2769,88608.0,32.0,1.6,876,8969.97,124.23
15115,34,1088.0,32.0,1.6,112,3196.31,1.12
15131,6000,480000.0,80.0,0.8,2606,38354.26,593.76
15142,11510,53751.7,4.67,0.16,993,4263.07,115.89
15149,20000,40000.0,2.0,0.03,2806,18207.5,66.0
15176,12000,54120.0,4.51,0.15,Weight Captured Separately,Freight Included in Commodity Cost,116.68
15195,270,12501.0,46.3,0.77,59,180,26.95
15240,375,2561.25,6.83,0.03,300,2949.23,2.63
15241,1368,21995.87,16.08,0.54,Weight Captured Separately,Freight Included in Commodity Cost,27.21
15248,16300,181745.0,11.15,0.19,2011,11648.31,356.22
15283,3662,117184.0,32.0,1.6,1255,15794.47,193.35
15298,7,99.53,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.1
15352,464,858.4,1.85,0.01,437,1222.31,1.06
15382,81,6480.0,80.0,0.8,37,2190.78,8.02
15399,10000,65000.0,6.5,0.11,574,4760.43,66.82
15405,1202,41228.6,34.3,0.29,Weight Captured Separately,Freight Included in Commodity Cost,88.89
15423,1400,112000.0,80.0,0.8,577,9275.59,138.54
15460,36831,170159.22,4.62,0.15,17826,20526.23,174.92
15499,8460,270720.0,32.0,1.6,2753,25485.81,334.88
15554,2162,6810.3,3.15,0.01,838,4876.31,14.68
15596,2342,187360.0,80.0,0.8,1113,20082.38,309.14
15619,115,1923.5,16.73,0.56,Weight Captured Separately,Freight Included in Commodity Cost,2.38
15625,4708,376640.0,80.0,0.8,1914,13489.96,387.19
15642,2486,85269.8,34.3,0.29,4354,Freight Included in Commodity Cost,183.84
15643,2000,64000.0,32.0,1.6,793,7938.18,105.6
15656,120,6660.0,55.5,0.92,Weight Captured Separately,Freight Included in Commodity Cost,7.84
15670,34595,77838.75,2.25,0.04,3642,31434.31,96.29
15687,8474,25422.0,3.0,0.01,3206,2154.51,54.81
15695,71596,241278.52,3.37,0.06,3652,15236.52,520.2
15726,46530,581159.7,12.49,0.21,4810,27894.81,814.79
15727,1000,39000.0,39.0,0.05,711,5433.21,64.35
15738,400,9304.0,23.26,0.78,40,642.45,10.95
15751,228,18240.0,80.0,0.8,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),21.47
15772,30000,313500.0,10.45,0.17,10210,17392.05,517.28
15778,218,17440.0,80.0,0.8,91,2082.39,21.57
15788,45,225.0,5.0,5.0,Weight Captured Separately,Invoiced Separately,0.26
15795,12,216.37,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.22
15804,20,1900.0,95.0,3.8,9,779.06,2.35
15813,23040,186854.4,8.11,0.14,3138,16537.12,192.09
15815,2200,3914.05,1.78,0.01,Weight Captured Separately,Freight Included in Commodity Cost,7.67
15825,400,12800.0,32.0,1.6,Weight Captured Separately,Invoiced Separately,15.07
15867,41286,220880.1,5.35,0.18,4027,28833.91,309.67
15879,117359,997551.5,8.5,0.28,10329,32530.22,2150.72
15894,20500,228575.0,11.15,0.19,2904,14223.39,448.01
15909,9612,183096.09,19.05,0.64,Weight Captured Separately,Freight Included in Commodity Cost,358.87
15930,5264,168448.0,32.0,1.6,1826,16438.26,363.17
15946,2600,33800.0,13.0,0.43,236,1131.48,72.87
15984,137654,944306.44,6.86,0.23,9147,11314.2,1558.11
15994,705,1064.55,1.51,0.01,346,3429.78,1.09
15999,36426,296143.38,8.13,0.14,4609,17581.92,366.33
16044,1129,32741.0,29.0,1.45,328,4420.31,54.02
16053,14011,25920.35,1.85,0.03,1953,3658.08,32.06
16071,1859,165451.0,89.0,0.89,840,Freight Included in Commodity Cost,231.96
16084,1,11.02,11.02,0.37,Weight Captured Separately,Freight Included in Commodity Cost,0.01
16085,100,8905.0,89.05,0.89,1173,7019.07,12.48
16097,18544,340096.96,18.34,0.61,1478,1312.2,666.59
16098,3300,13035.0,3.95,0.07,16350,16028.78,13.4
16099,1515,15119.7,9.98,0.11,201,4134.92,32.6
16104,2225,44500.0,20.0,0.67,174,2052.97,73.42
16173,4132,52683.0,12.75,0.21,1598,12689.71,86.93
16186,21858,184044.36,8.42,0.14,2777,4461.72,227.66
16213,414,11426.4,27.6,0.92,44,694.1,11.75
16231,10000,200000.0,20.0,0.8,3335,23616.68,330.0
16232,2894,3617.5,1.25,0.04,1486,12749.39,5.07
16236,679,22067.5,32.5,1.62,195,2211.04,22.69
16255,7999,711911.0,89.0,0.89,1378,14842.19,998.1
16277,26,832.0,32.0,1.6,17,334.65,1.17
16766,29925,92468.25,3.09,0.05,1041,730.82,181.24
16291,2772,255024.0,92.0,0.92,Weight Captured Separately,Invoiced Separately,420.79
16379,27,742.84,27.51,0.23,Weight Captured Separately,Freight Included in Commodity Cost,0.76
16391,100,8900.0,89.0,0.89,Weight Captured Separately,Invoiced Separately,10.48
16398,23240,776216.0,33.4,0.28,6853,81246.12,1673.52
16462,36,2509.54,69.71,0.58,Weight Captured Separately,Freight Included in Commodity Cost,2.58
16473,10000,200000.0,20.0,0.8,3335,23650.43,330.0
16496,63200,347600.0,5.5,0.09,4007,23397.41,357.33
16504,37870,103006.4,2.72,0.05,4121,4957.81,169.96
16513,889,3200.4,3.6,0.06,94,2350.55,3.96
16553,220,3442.16,15.65,0.07,Weight Captured Separately,Freight Included in Commodity Cost,6.75
16556,2074,74746.96,36.04,0.3,627,6072.8,104.8
16619,20000,43000.0,2.15,0.04,1044,5145.69,44.2
16656,1969,119754.58,60.82,0.51,484,1565.1,148.14
16693,12315,1096035.0,89.0,0.89,3637,38452.73,1808.46
16707,8442,675360.0,80.0,0.8,1454,13343.23,1456.08
16708,11811,69684.9,5.9,0.2,1184,5904.94,86.2
16725,3000,6720.0,2.24,0.07,436,1238.16,9.42
16784,34640,122972.0,3.55,0.12,2804,9759.55,152.12
16794,9690,14631.9,1.51,0.01,3790,66260.33,15.04
16805,1458,40240.8,27.6,0.92,158,3824.96,49.78
16828,100,1750.0,17.5,0.29,2128,7784.92,3.77
16848,5900,472000.0,80.0,0.8,2393,33029.82,485.22
16881,2040,4080.0,2.0,0.01,Weight Captured Separately,Invoiced Separately,4.19
16901,112,1618.4,14.45,0.24,1701,4288.83,2.67
16921,11592,52048.08,4.49,0.15,See ASN-6355 (ID#:16828),See ASN-6355 (ID#:16828),112.22
16923,10150,228375.0,22.5,0.75,1360,7665.38,320.18
16926,143,2313.12,16.18,0.27,Weight Captured Separately,Freight Included in Commodity Cost,2.72
16967,319,7419.94,23.26,0.78,1736,5265.22,9.18
16998,28663,74523.8,2.6,0.04,3380,17603.58,160.67
17003,120,822.0,6.85,0.11,22,828.76,0.85
17065,2371,68759.0,29.0,1.45,939,8695.18,96.4
17096,2863,229040.0,80.0,0.8,1159,15174.53,235.45
17124,1500,149780.99,99.85,0.83,271,2527.94,322.93
17129,84000,965160.0,11.49,0.38,9479,14402.92,1193.9
17135,3053,0.0,0.0,0.0,1265,21384.75,0.0
17145,2352,188160.0,80.0,0.8,1117,14959.83,263.8
17200,5000,100000.0,20.0,0.67,670,4909.72,123.7
17207,66825,206489.25,3.09,0.05,3845,20194.78,404.72
17219,27,3375.0,125.0,1.25,Weight Captured Separately,Freight Included in Commodity Cost,5.57
17228,336,2520.0,7.5,0.12,120,9013.85,4.94
17242,43280,287812.0,6.65,0.22,4040,6121.42,474.89
17245,27,864.0,32.0,1.6,See ASN-24721 (ID#:13708),See ASN-24721 (ID#:13708),0.89
17247,2751,220080.0,80.0,0.8,1061,23722.96,363.13
17259,2098,38477.32,18.34,0.61,140,1870.73,63.49
17348,300,1046.28,3.49,0.12,Weight Captured Separately,Freight Included in Commodity Cost,2.26
17349,2072,50764.0,24.5,24.5,1383,18323.97,62.8
17359,3,166.54,55.51,0.21,Weight Captured Separately,Freight Included in Commodity Cost,0.17
17373,320,3312.0,10.35,0.12,Weight Captured Separately,Freight Included in Commodity Cost,7.14
17447,7850,46629.0,5.94,0.1,909,6020.53,57.68
17501,771,9444.75,12.25,0.2,136,678.96,11.68
17600,336,10752.0,32.0,1.6,101,1428.13,11.05
17640,1832,146560.0,80.0,0.8,829,8680.27,181.29
17648,152535,361507.95,2.37,0.04,7698,11372.23,779.41
17660,12,281.25,23.44,0.78,Weight Captured Separately,Freight Included in Commodity Cost,0.29
17697,19760,94848.0,4.8,0.08,3998,12974.12,204.49
17701,5,2000.0,400.0,4.0,12,1840.97,2.8
17717,3715,20766.85,5.59,0.19,385,3248.6,24.44
17764,46,1517.44,32.99,0.55,Weight Captured Separately,Freight Included in Commodity Cost,1.88
17796,2266,69838.12,30.82,0.1,2277,13894.08,71.79
17800,100,3082.0,30.82,0.1,164,2419.33,3.81
17815,7412,575912.4,77.7,0.78,2097,15891.96,950.26
17825,4987,443843.0,89.0,0.89,2022,30257.97,456.27
17831,378,33642.0,89.0,0.89,180,4529.86,55.51
17844,3,42.65,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.04
17861,19920,114340.8,5.74,0.1,1936,5314.56,246.52
17865,2,46.9,23.45,0.08,Weight Captured Separately,Freight Included in Commodity Cost,0.06
17870,500,1303.53,2.61,0.01,Weight Captured Separately,Freight Included in Commodity Cost,2.55
17900,26663,176242.43,6.61,0.11,4233,26663.64,181.18
17924,143,2391.83,16.73,0.56,Weight Captured Separately,Freight Included in Commodity Cost,2.96
17944,47625,372427.5,7.82,0.26,3243,1881.24,802.95
17949,32280,146228.4,4.53,0.15,7017,11372.23,315.27
18022,137,10960.0,80.0,0.8,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),12.9
18053,26991,211069.62,7.82,0.26,1842,5298.03,455.07
18093,29,228.8,7.89,0.03,Weight Captured Separately,Freight Included in Commodity Cost,0.28
18099,39,117.24,3.01,0.1,Weight Captured Separately,Freight Included in Commodity Cost,0.12
18121,206,4365.52,21.19,0.71,Weight Captured Separately,Freight Included in Commodity Cost,5.4
18129,25000,204250.0,8.17,0.09,3313,4689.6,337.01
18155,58,1856.0,32.0,1.6,19,594.51,3.06
18182,19,407.56,21.45,0.36,Weight Captured Separately,Freight Included in Commodity Cost,0.42
18227,25000,65000.0,2.6,0.04,3098,12745.06,107.25
18240,14842,105081.36,7.08,0.12,1364,2348.57,147.32
18246,414,11426.4,27.6,0.92,45,753.35,11.75
18269,81,5844.15,72.15,0.72,16,467.26,8.19
18316,14164,131725.2,9.3,0.1,884,8280.73,135.41
18325,30,10500.0,350.0,3.5,77,1800.48,10.79
18354,1295,1955.45,1.51,0.01,536,1893.24,2.01
18373,3548,14369.4,4.05,0.13,See ASN-13410 (ID#:16901),See ASN-13410 (ID#:16901),23.71
18386,16435,133123.5,8.1,0.13,Weight Captured Separately,Invoiced Separately,136.85
18392,17,544.0,32.0,1.6,See ASN-26738 (ID#:15115),See ASN-26738 (ID#:15115),0.56
18405,2052,3098.52,1.51,0.01,908,6438.91,3.83
18422,10000,369100.0,36.91,0.31,2294,1100.2,795.78
18436,175,4287.5,24.5,24.5,125,1472.03,6.01
18494,175,4287.5,24.5,24.5,128,1584.09,6.01
18500,4280,351816.0,82.2,0.68,1063,11167.45,689.56
18509,64269,427388.85,6.65,0.22,5999,13829.58,705.19
18538,4,44.07,11.02,0.37,Weight Captured Separately,Freight Included in Commodity Cost,0.05
18580,15041,139881.3,9.3,0.1,949,4673.77,143.8
18586,28853,236594.6,8.2,0.14,3612,18256.1,243.22
18629,6549,92340.9,14.1,0.47,1208,3306.51,152.36
18633,50,1600.0,32.0,1.6,17,1117.79,3.45
18639,1200,96000.0,80.0,0.8,577,14493.81,134.59
18664,1436,16442.2,11.45,0.19,2832,7474.2,20.34
18673,9000,72900.0,8.1,0.13,Weight Captured Separately,Invoiced Separately,85.8
18679,54090,567945.0,10.5,0.35,7140,7992.56,702.55
18694,1000,23670.0,23.67,0.79,335,888,46.39
18708,35955,167190.75,4.65,0.16,3520,23014.35,171.87
18740,161,12174.82,75.62,1.26,Weight Captured Separately,Freight Included in Commodity Cost,20.09
18762,216,5512.38,25.52,0.43,Weight Captured Separately,Freight Included in Commodity Cost,6.82
18811,4600,27324.0,5.94,0.1,535,5924.33,33.8
18862,4000,400000.0,100.0,1.0,1624,16994.9,494.8
18881,50,1600.0,32.0,1.6,17,617.79,2.64
18904,30,924.6,30.82,0.1,56,460.9,1.14
18923,426,11114.34,26.09,0.43,45,1013.19,23.96
18980,336,26880.0,80.0,0.8,139,2234.96,27.63
18992,9,143.1,15.9,0.26,Weight Captured Separately,Freight Included in Commodity Cost,0.15
18997,172,791.2,4.6,0.05,33,882.81,0.98
19013,33338,84345.14,2.53,0.04,1791,1791.42,181.85
19014,3173,253840.0,80.0,0.8,1287,9209,260.95
19019,25,800.0,32.0,1.6,159,2395.42,0.99
19063,450,14400.0,32.0,1.6,See ASN-21751 (ID#:13968),See ASN-21751 (ID#:13968),17.81
19080,15560,287393.2,18.47,0.15,3834,16386.12,295.44
19105,4534,38539.0,8.5,0.04,1631,13116.57,54.03
19142,373,8675.98,23.26,0.78,55,17.72,10.73
19146,11,198.35,18.03,0.3,Weight Captured Separately,Freight Included in Commodity Cost,0.2
19172,70,6230.0,89.0,0.89,Weight Captured Separately,Invoiced Separately,7.33
19177,4400,352000.0,80.0,0.8,1033,24728.57,435.42
19225,40,591.97,14.8,0.15,Weight Captured Separately,Freight Included in Commodity Cost,1.16
19241,16,367.09,22.94,0.1,Weight Captured Separately,Freight Included in Commodity Cost,0.38
19243,11800,916860.0,77.7,0.78,2675,4969.35,1512.82
19244,9,288.0,32.0,1.6,See ASN-28279 (ID#:13547),See ASN-28279 (ID#:13547),0.3
19246,5175,116437.5,22.5,0.75,775,4136.58,144.03
19250,4245,40327.5,9.5,0.16,833,1134.5,86.95
19263,1500,120000.0,80.0,0.8,714,13836.99,198.0
19272,70,2240.0,32.0,1.6,508,3918.37,2.64
19282,800,21392.98,26.74,0.89,Weight Captured Separately,Freight Included in Commodity Cost,41.93
19289,646,12480.72,19.32,0.16,166,737.11,15.44
19293,4,214.84,53.71,0.9,155,Freight Included in Commodity Cost,0.42
19335,3,24.0,8.0,0.08,2,1076.15,0.04
19344,90,387.0,4.3,0.07,9,541.88,0.83
19346,11,332.32,30.21,1.01,Weight Captured Separately,Freight Included in Commodity Cost,0.34
19348,87,8265.0,95.0,3.8,40,1333.4,11.59
19359,2025,62410.5,30.82,0.1,1902,16777.24,64.16
19405,3039,0.0,0.0,0.0,1257,21351.18,0.0
19406,1082,6221.5,5.75,0.1,2228,3565.08,7.7
19410,2586,230154.0,89.0,0.89,1231,28132.96,379.75
19431,1400,28700.0,20.5,0.82,437,5924.89,29.5
19484,5640,501960.0,89.0,0.89,2292,27361.87,590.81
19512,5451,76859.1,14.1,0.47,1675,3401.49,126.82
19514,16,499.07,31.19,0.52,Weight Captured Separately,Freight Included in Commodity Cost,0.51
19584,1337,106960.0,80.0,0.8,639,12022.17,149.96
19620,7320,264691.2,36.16,0.3,1838,13562.36,436.74
19627,60,300.0,5.0,5.0,Weight Captured Separately,Invoiced Separately,0.35
19630,136,251.6,1.85,0.01,173,1079.39,0.31
19647,20000,185600.0,9.28,0.04,7664,17022.13,306.24
19656,168711,416716.17,2.47,0.04,8183,12225.76,898.44
19670,82,4392.17,53.56,0.89,Weight Captured Separately,Freight Included in Commodity Cost,4.52
19685,1500,46230.0,30.82,0.1,1374,10365.13,57.19
19689,50,2037.29,40.75,0.14,Weight Captured Separately,Freight Included in Commodity Cost,4.39
19694,2551,81632.0,32.0,1.6,885,11057.25,160.0
19696,400,12800.0,32.0,1.6,132,1692.7,17.95
19712,2516,8151.84,3.24,0.11,See ASN-24394 (ID#:16053),See ASN-24394 (ID#:16053),10.08
19771,5530,454566.0,82.2,0.68,1348,10670.09,980.04
19788,2247,5482.68,2.44,0.08,Weight Captured Separately,Freight Included in Commodity Cost,9.05
19840,1900,21280.0,11.2,0.19,2356,3688.77,21.88
19851,11310,14703.0,1.3,0.01,2454,10898.12,18.19
20432,106589,480716.39,4.51,0.15,9061,9323.3,793.18
19863,23,528.93,23.0,0.38,Weight Captured Separately,Freight Included in Commodity Cost,0.54
19873,23,315.96,13.74,0.23,Weight Captured Separately,Freight Included in Commodity Cost,0.32
19891,55000,114400.0,2.08,0.01,20419,17267.14,246.65
19905,20000,165000.0,8.25,0.14,1951,13083.7,355.74
19924,6302,630200.0,100.0,1.0,2557,21256.43,741.75
19940,20000,129800.0,6.49,0.11,1725,3273.14,133.43
19958,1,89.0,89.0,0.89,985,11034.01,0.12
19959,203,1855.98,9.14,0.15,Weight Captured Separately,Freight Included in Commodity Cost,1.91
19977,1000,6669.31,6.67,0.03,Weight Captured Separately,Freight Included in Commodity Cost,13.07
19996,688,1651.2,2.4,0.04,53,571.53,3.24
20044,30,2177.92,72.6,0.27,Weight Captured Separately,Freight Included in Commodity Cost,2.24
20073,3144,279816.0,89.0,0.89,1276,15681.99,287.65
20133,60,2169.6,36.16,0.3,36,814.04,4.25
20172,2939,235120.0,80.0,0.8,1330,13801.89,290.84
20185,160,800.0,5.0,5.0,149,2084.52,0.82
20219,10158,71918.64,7.08,0.12,941,1934.17,100.83
20450,171,1453.5,8.5,0.28,81,2782.94,1.8
20236,550,6050.0,11.0,0.37,See ASN-27324 (ID#:13842),See ASN-27324 (ID#:13842),6.22
20239,20370,72720.9,3.57,0.12,1751,13244.8,101.95
20245,150,4800.0,32.0,1.6,58,642.05,6.73
20264,2988,73206.0,24.5,24.5,1992,26266.34,90.56
20266,150,11250.0,75.0,0.62,49,475,15.77
20274,17280,181440.0,10.5,0.35,2401,3701.66,186.52
20280,500,47667.85,95.34,0.79,83,852.02,93.43
20291,540,25796.95,47.77,1.59,Weight Captured Separately,Freight Included in Commodity Cost,55.62
20294,300000,1722000.0,5.74,0.19,24233,119474.09,2130.11
20319,6000,480000.0,80.0,0.8,2439,30885.26,493.44
20321,331,4220.25,12.75,0.21,2951,7211.04,5.92
20349,30704,137860.96,4.49,0.15,See ASN-16124 (ID#:20321),See ASN-16124 (ID#:20321),193.28
20371,1302,5403.3,4.15,0.07,4587,11252.53,7.58
20383,34080,318648.0,9.35,0.16,4726,7208.11,446.74
20407,627,13051.03,20.82,0.69,Weight Captured Separately,Freight Included in Commodity Cost,16.14
20417,42,507.93,12.09,0.4,Weight Captured Separately,Freight Included in Commodity Cost,0.52
20462,3000,233100.0,77.7,0.78,680,11463.46,502.56
20506,17300,54495.0,3.15,0.1,1320,2730.91,64.14
20512,1411,46563.0,33.0,0.55,145,1950.74,47.87
20544,4872,389760.0,80.0,0.8,1978,16876.25,458.75
20558,100,8000.0,80.0,0.8,See ASN-32231 (ID#:13648),See ASN-32231 (ID#:13648),9.42
20560,448,2661.12,5.94,0.1,63,1317.82,2.74
20619,2500,200000.0,80.0,0.8,1036,17579.56,247.4
20623,121,1671.82,13.82,0.46,Weight Captured Separately,Freight Included in Commodity Cost,1.72
20631,276,14904.0,54.0,0.9,Weight Captured Separately,Freight Included in Commodity Cost,15.32
20666,500,18080.0,36.16,0.3,130,1599.22,35.44
20667,1503,1953.9,1.3,0.01,Weight Captured Separately,Invoiced Separately,2.42
20671,91772,390948.72,4.26,0.14,7797,7292.27,645.07
20684,153,1724.15,11.27,0.38,Weight Captured Separately,Freight Included in Commodity Cost,1.77
20690,1083,39161.28,36.16,0.12,1042,17912.6,84.43
20697,564,1099.8,1.95,0.01,5939,10770.55,1.54
20723,7,99.53,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,0.1
20735,132000,706200.0,5.35,0.18,12886,102761.99,990.09
20761,1299,72094.5,55.5,0.92,137,309.95,74.11
20774,119,839.15,7.05,0.12,Weight Captured Separately,Freight Included in Commodity Cost,0.86
20824,59,388.81,6.59,0.11,23,1067.02,0.48
20878,12,2478.12,206.51,0.61,51,4042.47,5.34
20883,1520,30400.0,20.0,0.8,507,4329.08,50.16
20894,5240,157200.0,30.0,0.25,See ASN-14408 (ID#:16232),See ASN-14408 (ID#:16232),220.39
20908,43,339.26,7.89,0.03,Weight Captured Separately,Freight Included in Commodity Cost,0.42
20947,135,1865.0,13.81,0.46,Weight Captured Separately,Freight Included in Commodity Cost,1.92
20952,4,78.7,19.68,0.66,Weight Captured Separately,Freight Included in Commodity Cost,0.08
20961,27122,311631.78,11.49,0.38,2843,9740.27,385.49
20969,4156,101822.0,24.5,24.5,2771,36502.8,104.67
20975,1,22.6,22.6,0.75,Weight Captured Separately,Freight Included in Commodity Cost,0.03
21000,520,3088.8,5.94,0.1,65,892.5,3.18
21028,23,499.23,21.71,0.72,Weight Captured Separately,Freight Included in Commodity Cost,0.62
21033,2569,79176.58,30.82,0.1,2410,14384.91,81.39
21037,55,5032.5,91.5,1.52,6,99,8.3
21044,1652,10721.48,6.49,0.11,146,746.89,13.26
21045,2988,73206.0,24.5,24.5,1992,26266.34,90.56
21061,168,15864.66,94.43,0.35,86,1242.33,31.09
21076,6667,146674.0,22.0,0.73,2020,10682.41,181.44
21091,5324,22094.6,4.15,0.07,4654,8538.03,30.98
21092,34560,161395.2,4.67,0.16,3240,4263.07,347.97
21096,470,41830.0,89.0,0.89,244,7428.38,58.65
24063,311,9952.0,32.0,1.6,1,1979.1,12.31
21125,1135,29612.15,26.09,0.43,103,1308.4,48.86
21143,192,14519.04,75.62,1.26,Weight Captured Separately,Freight Included in Commodity Cost,23.96
21147,7000,224000.0,32.0,1.6,2373,29878.21,482.94
21174,11480,415116.8,36.16,0.3,4794,28238.31,813.63
21175,1485,27749.02,18.69,0.62,Weight Captured Separately,Freight Included in Commodity Cost,28.53
21193,8331,741459.0,89.0,0.89,1980,37548.87,1223.41
21199,40,1232.8,30.82,0.1,61,1257.16,1.27
21217,36000,129600.0,3.6,0.06,2205,9815.52,133.23
21230,200000,2100000.0,10.5,0.35,28168,127285.48,2597.7
21276,4529,9601.48,2.12,0.01,1679,3524.93,15.84
21279,984,1230.0,1.25,0.04,53,938.05,1.52
21301,1065,27785.85,26.09,0.43,112,1122.07,59.91
