id,manufacturing_site,first_line_designation
11587,"Strides, Bangalore, India.",True
11590,"Aurobindo Unit III, India",True
11591,"MSD, Haarlem, NL",False
11592,"Aurobindo Unit III, India",False
11593,Gilead(Nycomed) Oranienburg DE,True
11594,"Aurobindo Unit III, India",False
11595,"Aurobindo Unit III, India",True
11596,"Aurobindo Unit III, India",True
11597,Hetero Unit III Hyderabad IN,False
11598,"Cipla, Goa, India",False
11600,"Strides, Bangalore, India.",True
11601,Mylan (formerly Matrix) Nashik,True
11602,"Strides, Bangalore, India.",True
11603,"Aurobindo Unit III, India",False
11605,"Aurobindo Unit III, India",True
11606,Mylan (formerly Matrix) Nashik,True
11607,"Aurobindo Unit III, India",False
11608,Mylan (formerly Matrix) Nashik,False
11609,"Cipla, Goa, India",False
11610,"Trinity Biotech, Plc",True
11612,"Aurobindo Unit III, India",True
11613,"Aspen-OSD, Port Elizabeth, SA",True
11614,"Aurobindo Unit III, India",False
11615,"Aurobindo Unit III, India",False
11616,"Strides, Bangalore, India.",True
11617,"Aurobindo Unit III, India",False
11618,"Strides, Bangalore, India.",True
11619,"Aurobindo Unit III, India",True
11620,"Cipla, Goa, India",True
11622,"Aspen-OSD, Port Elizabeth, SA",True
11623,"Aspen-OSD, Port Elizabeth, SA",True
11624,"Aspen-OSD, Port Elizabeth, SA",True
11626,"Aurobindo Unit III, India",True
11627,"Aspen-OSD, Port Elizabeth, SA",True
11628,"Strides, Bangalore, India.",False
11629,"Aspen-OSD, Port Elizabeth, SA",True
11630,Hetero Unit III Hyderabad IN,True
11634,"Aurobindo Unit III, India",False
11635,"Aurobindo Unit III, India",False
11636,"Aurobindo Unit III, India",True
11637,Mylan (formerly Matrix) Nashik,True
11638,"Aurobindo Unit III, India",True
11639,"Aurobindo Unit III, India",False
11640,"Aurobindo Unit III, India",False
11641,"Aurobindo Unit III, India",False
11646,Mylan (formerly Matrix) Nashik,True
11647,"Aurobindo Unit III, India",True
11652,"Aurobindo Unit III, India",True
11653,"Aurobindo Unit III, India",False
11654,Mylan (formerly Matrix) Nashik,True
11655,"Aurobindo Unit III, India",False
11656,"Cipla, Goa, India",False
11657,"Aurobindo Unit III, India",True
11660,"Aurobindo Unit III, India",False
11662,"Cipla, Goa, India",True
11663,"Aurobindo Unit III, India",True
11664,"Strides, Bangalore, India.",True
11665,"Aurobindo Unit III, India",True
11666,"Aspen-OSD, Port Elizabeth, SA",True
11667,"Aspen-OSD, Port Elizabeth, SA",True
11668,"Aurobindo Unit III, India",True
11669,"Aspen-OSD, Port Elizabeth, SA",True
11670,"Aurobindo Unit III, India",True
11672,Mylan (formerly Matrix) Nashik,False
11673,"Aurobindo Unit III, India",True
11674,"Aurobindo Unit III, India",True
11675,"Aurobindo Unit III, India",False
11677,"Cipla, Goa, India",True
11678,"Aurobindo Unit III, India",True
11679,"Aurobindo Unit III, India",True
11680,Mylan (formerly Matrix) Nashik,True
11681,"Aurobindo Unit III, India",True
11682,"Aurobindo Unit III, India",True
11683,"Aurobindo Unit III, India",True
11684,"Aurobindo Unit III, India",True
11685,Mylan (formerly Matrix) Nashik,True
11687,"Aurobindo Unit III, India",True
11688,"Aurobindo Unit III, India",True
11689,"Aurobindo Unit III, India",True
11740,"Trinity Biotech, Plc",True
11690,"Aurobindo Unit III, India",False
11691,"Aurobindo Unit III, India",True
11692,Mylan (formerly Matrix) Nashik,True
11693,"Aurobindo Unit III, India",False
11694,Hetero Unit III Hyderabad IN,False
11695,"Aurobindo Unit III, India",True
11697,"Aurobindo Unit III, India",True
11698,"Aurobindo Unit III, India",False
11703,Gilead(Nycomed) Oranienburg DE,False
11706,ABBVIE GmbH & Co.KG Wiesbaden,True
11707,"Trinity Biotech, Plc",True
11708,"Ranbaxy, Paonta Shahib, India",True
11709,"Aurobindo Unit III, India",False
11710,"Aspen-OSD, Port Elizabeth, SA",True
11711,"Pacific Biotech, Thailand",True
11712,"Pacific Biotech, Thailand",True
11713,"Aurobindo Unit III, India",True
11714,"Aurobindo Unit III, India",False
11715,ABBVIE GmbH & Co.KG Wiesbaden,True
11716,Chembio Diagnostics Sys. Inc.,True
11718,"Cipla, Goa, India",True
11719,"Aurobindo Unit III, India",False
11721,"Aurobindo Unit III, India",True
11722,"Cipla, Goa, India",True
11723,"Cipla, Goa, India",True
11724,"Ranbaxy, Paonta Shahib, India",False
11725,"Aurobindo Unit III, India",True
11731,"Aurobindo Unit III, India",False
11732,"Aurobindo Unit III, India",True
11733,"Cipla, Goa, India",True
11735,"Ranbaxy, Paonta Shahib, India",False
11737,"Trinity Biotech, Plc",True
11738,"Cipla, Goa, India",True
11739,"Cipla, Goa, India",False
11741,"Aurobindo Unit III, India",True
11742,"Trinity Biotech, Plc",True
11743,"Aurobindo Unit III, India",True
11744,"Aurobindo Unit III, India",True
11745,Gilead(Nycomed) Oranienburg DE,True
11747,ABBVIE Ludwigshafen Germany,True
11749,"Standard Diagnostics, Korea",True
11750,"Trinity Biotech, Plc",True
11751,"Aurobindo Unit III, India",False
11753,"Aurobindo Unit III, India",False
11754,"Aurobindo Unit III, India",True
11755,"Aurobindo Unit III, India",False
11756,"Aurobindo Unit III, India",False
11757,"MSD, Haarlem, NL",True
11758,"MSD, Haarlem, NL",False
11761,ABBVIE GmbH & Co.KG Wiesbaden,True
11762,"Cipla, Goa, India",True
11764,"Aurobindo Unit III, India",True
11765,"Aurobindo Unit III, India",True
11766,"Cipla, Goa, India",False
11767,"Aurobindo Unit III, India",False
11769,ABBVIE GmbH & Co.KG Wiesbaden,True
11780,"Aurobindo Unit III, India",False
11787,"Cipla, Goa, India",True
11792,ABBVIE (Abbott) France,False
11798,"Cipla, Patalganga, India",False
11799,"Aurobindo Unit III, India",False
11801,"Standard Diagnostics, Korea",True
11802,"Aurobindo Unit III, India",True
11803,Gilead(Nycomed) Oranienburg DE,True
11804,ABBVIE (Abbott) Logis. UK,True
11805,"MSD, Haarlem, NL",False
11994,Hetero Unit III Hyderabad IN,True
11806,"Cipla, Goa, India",False
11807,"Aurobindo Unit III, India",True
11808,"Aurobindo Unit III, India",False
11810,"Cipla, Goa, India",True
11811,"Aurobindo Unit III, India",False
11812,"Aurobindo Unit III, India",False
11813,"Aurobindo Unit III, India",False
11814,ABBVIE Ludwigshafen Germany,True
11815,Bio-Rad Laboratories,True
11817,Inverness Japan,True
11818,"Aurobindo Unit III, India",False
11821,Inverness Japan,False
11824,"Aurobindo Unit III, India",True
11825,"Aurobindo Unit III, India",True
11826,"Aurobindo Unit III, India",True
11827,"Aurobindo Unit III, India",False
11830,"Aurobindo Unit III, India",True
11832,"Cipla, Goa, India",False
11833,ABBVIE Ludwigshafen Germany,False
11834,"Aurobindo Unit III, India",True
11837,"Aurobindo Unit III, India",False
11839,"Cipla, Goa, India",False
11840,Inverness Japan,True
11841,"Aurobindo Unit III, India",True
11842,"Aurobindo Unit III, India",True
11843,"Aurobindo Unit III, India",True
11845,"Ranbaxy, Paonta Shahib, India",True
11846,"Aurobindo Unit III, India",True
11847,Gilead(Nycomed) Oranienburg DE,False
11850,"Aurobindo Unit III, India",True
11851,ABBVIE (Abbott) Logis. UK,False
11852,"Aurobindo Unit III, India",False
11854,ABBVIE (Abbott) Logis. UK,True
11855,"Cipla, Goa, India",False
11856,"Cipla, Goa, India",False
11857,"Aurobindo Unit III, India",False
11858,Gilead(Nycomed) Oranienburg DE,True
11859,"Strides, Bangalore, India.",False
11860,ABBVIE Ludwigshafen Germany,True
11861,"Aurobindo Unit III, India",False
11862,"Aspen-OSD, Port Elizabeth, SA",True
11863,"Aspen-OSD, Port Elizabeth, SA",True
11864,"Aurobindo Unit III, India",True
11865,"Aurobindo Unit III, India",True
11866,"Cipla, Goa, India",True
11867,"Aurobindo Unit III, India",False
11868,Hetero Unit III Hyderabad IN,True
11869,ABBVIE (Abbott) Logis. UK,True
11870,Inverness Japan,False
11873,"Aurobindo Unit III, India",False
11874,Bio-Rad Laboratories,True
11875,"Cipla, Goa, India",False
11876,"Aurobindo Unit III, India",False
11877,"Aurobindo Unit III, India",True
11878,"Aurobindo Unit III, India",False
11879,"Aurobindo Unit III, India",False
11880,"Aurobindo Unit III, India",False
11881,"Aurobindo Unit III, India",False
11882,"Aurobindo Unit III, India",False
11883,"Aurobindo Unit III, India",True
11884,"MSD, Haarlem, NL",True
11887,"Aurobindo Unit III, India",False
11888,"Aurobindo Unit III, India",True
11890,Roche Basel,True
11995,Mylan (formerly Matrix) Nashik,True
11891,"Aurobindo Unit III, India",False
11892,"Aurobindo Unit III, India",True
11893,"Ranbaxy, Paonta Shahib, India",False
11894,"Aurobindo Unit III, India",True
11895,"Aurobindo Unit III, India",True
11897,Inverness Japan,True
11899,"Aurobindo Unit III, India",False
11900,"Standard Diagnostics, Korea",True
11902,"Aurobindo Unit III, India",True
11903,"Aurobindo Unit III, India",True
11904,"Aurobindo Unit III, India",False
11905,"Cipla, Goa, India",False
11906,"Aurobindo Unit III, India",False
11907,"MSD, Haarlem, NL",True
11908,"Aurobindo Unit III, India",False
11909,"Aurobindo Unit III, India",True
11910,Mylan (formerly Matrix) Nashik,True
11913,"Aurobindo Unit III, India",False
11914,"Trinity Biotech, Plc",True
11916,Inverness Japan,False
11917,"Aurobindo Unit III, India",True
11918,"Aurobindo Unit III, India",True
11919,Hetero Unit III Hyderabad IN,True
11920,"Aurobindo Unit III, India",True
11921,Mylan (formerly Matrix) Nashik,False
11923,Mylan (formerly Matrix) Nashik,True
11924,"Aurobindo Unit III, India",True
11925,"Aurobindo Unit III, India",False
11926,"Aurobindo Unit III, India",False
11927,"Trinity Biotech, Plc",True
11928,"Aurobindo Unit III, India",True
11932,"Aspen-OSD, Port Elizabeth, SA",True
11933,"Aspen-OSD, Port Elizabeth, SA",False
11934,Mylan (formerly Matrix) Nashik,False
11935,"Cipla, Goa, India",False
11936,"Aurobindo Unit III, India",False
11937,"Aurobindo Unit III, India",False
11938,Mylan (formerly Matrix) Nashik,True
11939,"Aurobindo Unit III, India",True
11940,"Cipla, Goa, India",True
11942,"Aurobindo Unit III, India",False
11943,"Aurobindo Unit III, India",False
11944,"Cipla, Goa, India",False
11945,"Aurobindo Unit III, India",True
11946,"Aspen-OSD, Port Elizabeth, SA",False
11947,"Aurobindo Unit III, India",False
11948,"Aspen-OSD, Port Elizabeth, SA",True
11949,"Aurobindo Unit III, India",False
11950,"Cipla, Goa, India",True
11951,"Aurobindo Unit III, India",True
11953,Mylan (formerly Matrix) Nashik,True
11954,"Aurobindo Unit III, India",False
11955,"Aurobindo Unit III, India",True
11956,"Aurobindo Unit III, India",True
11957,ABBVIE Ludwigshafen Germany,True
11958,ABBVIE (Abbott) Logis. UK,True
11959,"Aurobindo Unit III, India",False
11960,ABBVIE (Abbott) Logis. UK,False
11961,"Aurobindo Unit III, India",True
11962,"Aurobindo Unit III, India",True
11963,"Aurobindo Unit III, India",True
11964,Mylan (formerly Matrix) Nashik,True
11966,"Aurobindo Unit III, India",False
11967,"Aspen-OSD, Port Elizabeth, SA",True
11968,"Aurobindo Unit III, India",False
11969,"Strides, Bangalore, India.",False
11970,"Aurobindo Unit III, India",True
11971,"Aurobindo Unit III, India",False
11972,"Aurobindo Unit III, India",False
11973,"MSD, Haarlem, NL",True
11974,"Aurobindo Unit III, India",False
11975,Hetero Unit III Hyderabad IN,True
11980,"Aurobindo Unit III, India",False
11981,"Aurobindo Unit III, India",False
11983,"Aurobindo Unit III, India",False
11988,Hetero Unit III Hyderabad IN,True
11989,"Aurobindo Unit III, India",False
11990,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
11991,"Aurobindo Unit III, India",False
11992,"Strides, Bangalore, India.",True
11993,"Strides, Bangalore, India.",True
11996,"Aurobindo Unit III, India",True
11997,"Aurobindo Unit III, India",True
11998,"Aurobindo Unit III, India",False
11999,"Aurobindo Unit III, India",True
12000,"Strides, Bangalore, India.",True
12001,"Aurobindo Unit III, India",False
12003,"Aurobindo Unit III, India",False
12004,"Aurobindo Unit III, India",True
12005,"Cipla, Goa, India",True
12006,"Cipla, Goa, India",False
12008,"Aspen-OSD, Port Elizabeth, SA",True
12009,"Aurobindo Unit III, India",False
12010,"Aspen-OSD, Port Elizabeth, SA",False
12011,"Aurobindo Unit III, India",True
12012,"Aurobindo Unit III, India",True
12014,"Aurobindo Unit III, India",False
12015,Mylan (formerly Matrix) Nashik,True
12016,"Aurobindo Unit III, India",False
12017,"Aurobindo Unit III, India",True
12018,"Aurobindo Unit III, India",True
12020,"Cipla, Goa, India",True
12021,"Aurobindo Unit III, India",True
12025,"Aurobindo Unit III, India",False
12026,"Aurobindo Unit III, India",False
12030,"Aurobindo Unit III, India",True
12031,"Aurobindo Unit III, India",False
12033,"Aurobindo Unit III, India",False
12034,"Aurobindo Unit III, India",True
12037,"Aurobindo Unit III, India",False
12041,"Ranbaxy, Paonta Shahib, India",False
12043,"Cipla, Goa, India",True
12044,"Aurobindo Unit III, India",True
12045,Gilead(Nycomed) Oranienburg DE,True
12046,"Aurobindo Unit III, India",False
12047,"Aurobindo Unit III, India",True
12050,"Ranbaxy, Paonta Shahib, India",False
12056,"Aurobindo Unit III, India",False
12058,"Trinity Biotech, Plc",True
12059,GSK Ware (UK),True
12060,ABBVIE Ludwigshafen Germany,True
12061,Gilead(Nycomed) Oranienburg DE,False
12062,"Aurobindo Unit III, India",False
12063,"Aurobindo Unit III, India",False
12064,"Cipla, Goa, India",False
12067,"Cipla, Goa, India",True
12068,"Aurobindo Unit III, India",True
12071,"Aurobindo Unit III, India",True
12072,"Aspen-OSD, Port Elizabeth, SA",False
12073,ABBVIE (Abbott) Logis. UK,False
12074,"Aurobindo Unit III, India",True
12075,"Aurobindo Unit III, India",True
12077,"Aurobindo Unit III, India",True
12078,MSD Elkton USA,True
12079,"Trinity Biotech, Plc",True
12080,ABBVIE (Abbott) Logis. UK,False
12083,"Trinity Biotech, Plc",True
12086,"Aurobindo Unit III, India",True
12088,GSK Ware (UK),False
12089,"Aurobindo Unit III, India",False
12090,MSD Elkton USA,False
12091,Roche Basel,False
12092,Gilead(Nycomed) Oranienburg DE,False
12093,ABBVIE Ludwigshafen Germany,False
12094,"Cipla, Goa, India",False
12100,"Trinity Biotech, Plc",True
12107,"Aurobindo Unit III, India",True
12109,"Aurobindo Unit III, India",False
12110,"Aurobindo Unit III, India",False
12112,Premier Med. Corp Ltd. India,True
12113,"Cipla, Goa, India",False
12120,"Trinity Biotech, Plc",True
12122,ABBVIE (Abbott) France,False
12123,"Cipla, Goa, India",False
12125,"Aurobindo Unit III, India",True
12126,"Aurobindo Unit III, India",False
12127,"Aurobindo Unit III, India",False
12128,Inverness Japan,False
12129,"Aurobindo Unit III, India",False
12130,"Cipla, Goa, India",False
12131,"Cipla, Goa, India",False
12133,Inverness USA,True
12135,"Aurobindo Unit III, India",True
12136,"Aurobindo Unit III, India",False
12138,"Aurobindo Unit III, India",True
12139,"MSD, Haarlem, NL",False
12143,"Aurobindo Unit III, India",True
12144,"MSD, Haarlem, NL",False
12145,ABBVIE (Abbott) Logis. UK,False
12146,"Cipla, Goa, India",False
12147,"Cipla, Goa, India",False
12148,"Cipla, Goa, India",False
12149,"Aurobindo Unit III, India",True
12150,"Aurobindo Unit III, India",True
12151,"Aurobindo Unit III, India",False
12154,"Aurobindo Unit III, India",True
12155,"Ranbaxy, Paonta Shahib, India",False
12159,"Aurobindo Unit III, India",True
12163,"Standard Diagnostics, Korea",True
12164,"Aurobindo Unit III, India",False
12165,"Cipla, Goa, India",False
12166,"Aurobindo Unit III, India",True
12167,Chembio Diagnostics Sys. Inc.,True
12168,"Aurobindo Unit III, India",True
12169,"Aurobindo Unit III, India",True
12170,"Aurobindo Unit III, India",False
12171,"Aurobindo Unit III, India",True
12172,"Aurobindo Unit III, India",True
12174,"Aurobindo Unit III, India",False
12175,"Aurobindo Unit III, India",False
12176,"Aurobindo Unit III, India",True
12177,"Aurobindo Unit III, India",True
12178,"Aurobindo Unit III, India",True
12179,"Aurobindo Unit III, India",True
12180,"Strides, Bangalore, India.",False
12181,Mylan (formerly Matrix) Nashik,False
12182,"Cipla, Goa, India",False
12183,"Aurobindo Unit III, India",False
12184,ABBVIE (Abbott) Logis. UK,True
12185,"Aurobindo Unit III, India",True
12186,"Aurobindo Unit III, India",False
12187,"Aurobindo Unit III, India",False
12188,Mylan (formerly Matrix) Nashik,False
12189,"Aurobindo Unit III, India",True
12191,Inverness USA,True
12192,"Aurobindo Unit III, India",False
12195,"Aurobindo Unit III, India",True
12196,"Aurobindo Unit III, India",False
12197,Mylan (formerly Matrix) Nashik,True
12198,ABBVIE (Abbott) Logis. UK,False
12199,Inverness Japan,True
12200,Inverness Japan,False
12201,"Trinity Biotech, Plc",False
12202,Inverness Japan,True
12203,"Aurobindo Unit III, India",False
12204,Hetero Unit III Hyderabad IN,False
12205,Inverness Japan,False
12206,"Trinity Biotech, Plc",True
12207,Inverness Japan,True
12210,"Aurobindo Unit III, India",False
12211,"Aurobindo Unit III, India",True
12212,"Aurobindo Unit III, India",False
12213,"Aurobindo Unit III, India",True
12214,Mylan (formerly Matrix) Nashik,True
12215,"Aurobindo Unit III, India",True
12216,"Aurobindo Unit III, India",False
12218,Inverness Japan,False
12219,"Aspen-OSD, Port Elizabeth, SA",True
12220,"Aurobindo Unit III, India",False
12222,"Aurobindo Unit III, India",True
12224,"Aspen-OSD, Port Elizabeth, SA",False
12225,Hetero Unit III Hyderabad IN,True
12228,"Aspen-OSD, Port Elizabeth, SA",True
12230,Mylan (formerly Matrix) Nashik,False
12231,Hetero Unit III Hyderabad IN,False
12232,"Cipla, Goa, India",False
12233,"Aurobindo Unit III, India",True
12234,Mylan (formerly Matrix) Nashik,True
12235,"Strides, Bangalore, India.",False
12236,Mylan (formerly Matrix) Nashik,True
12237,"Strides, Bangalore, India.",True
12238,"Aspen-OSD, Port Elizabeth, SA",True
12242,"Aurobindo Unit III, India",True
12243,"Aurobindo Unit III, India",True
12244,"Trinity Biotech, Plc",True
12245,"Aurobindo Unit III, India",True
12246,"Aurobindo Unit III, India",False
12247,"Aurobindo Unit III, India",False
12248,"Aspen-OSD, Port Elizabeth, SA",True
12249,"Aurobindo Unit III, India",True
12250,"Aurobindo Unit III, India",False
12251,"Aurobindo Unit III, India",True
12252,"Aurobindo Unit III, India",True
12253,"Cipla, Goa, India",False
12254,"Cipla, Goa, India",False
12255,Mylan (formerly Matrix) Nashik,False
12256,"Cipla, Goa, India",True
12257,"Aurobindo Unit III, India",False
12258,"Aurobindo Unit III, India",False
12259,ABBVIE Ludwigshafen Germany,False
12260,"Aurobindo Unit III, India",True
12261,"Aurobindo Unit III, India",False
12264,"Aspen-OSD, Port Elizabeth, SA",True
12265,"Aurobindo Unit III, India",True
12266,"Aurobindo Unit III, India",True
12267,Mylan (formerly Matrix) Nashik,True
12269,Hetero Unit III Hyderabad IN,False
12270,ABBVIE (Abbott) Logis. UK,False
12271,"Aurobindo Unit III, India",True
12272,"Aurobindo Unit III, India",True
12273,"Aspen-OSD, Port Elizabeth, SA",False
12276,"Cipla, Goa, India",True
12277,"Cipla, Goa, India",False
12278,"Aspen-OSD, Port Elizabeth, SA",True
12279,"Aurobindo Unit III, India",True
12280,"Aurobindo Unit III, India",False
12281,"Aurobindo Unit III, India",True
12282,Mylan (formerly Matrix) Nashik,False
12283,"Aurobindo Unit III, India",False
12284,"Aurobindo Unit III, India",False
12286,"Aurobindo Unit III, India",False
12289,Mylan (formerly Matrix) Nashik,True
12290,"Cipla, Goa, India",False
12293,"Trinity Biotech, Plc",True
12294,"Aurobindo Unit III, India",True
12295,"Aspen-OSD, Port Elizabeth, SA",True
12296,Mylan (formerly Matrix) Nashik,True
12297,"Aspen-OSD, Port Elizabeth, SA",True
12299,Mylan (formerly Matrix) Nashik,True
12300,"Cipla, Goa, India",False
12301,"Aurobindo Unit III, India",True
12302,"Aspen-OSD, Port Elizabeth, SA",True
12303,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
12421,"Aurobindo Unit III, India",False
12304,Mylan (formerly Matrix) Nashik,False
12305,"Aurobindo Unit III, India",False
12307,"Strides, Bangalore, India.",True
12309,"Aurobindo Unit III, India",True
12310,Hetero Unit III Hyderabad IN,False
12311,Mylan (formerly Matrix) Nashik,True
12312,"Aurobindo Unit III, India",False
12313,"Aurobindo Unit III, India",False
12314,Mylan (formerly Matrix) Nashik,True
12315,Mylan (formerly Matrix) Nashik,True
12316,"Cipla, Goa, India",False
12384,"Aurobindo Unit III, India",True
12317,"Aurobindo Unit III, India",False
12318,Mylan (formerly Matrix) Nashik,True
12319,"Aurobindo Unit III, India",True
12320,"Cipla, Goa, India",True
12321,"Aurobindo Unit III, India",True
12322,"Aurobindo Unit III, India",True
12323,"Aurobindo Unit III, India",True
12324,"Aurobindo Unit III, India",False
12325,"Aurobindo Unit III, India",True
12326,"Aurobindo Unit III, India",False
12327,Hetero Unit III Hyderabad IN,False
12328,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
12329,"Cipla, Goa, India",True
12330,Hetero Unit III Hyderabad IN,True
12334,"Aurobindo Unit III, India",True
12335,"Aurobindo Unit III, India",False
12336,"Trinity Biotech, Plc",False
12337,"Aurobindo Unit III, India",True
12341,"Aurobindo Unit III, India",False
12342,"Cipla, Goa, India",False
12346,"Trinity Biotech, Plc",True
12349,"Aurobindo Unit III, India",True
12350,ABBVIE Ludwigshafen Germany,False
12351,"Aurobindo Unit III, India",True
12352,"Aurobindo Unit III, India",False
12354,"Aurobindo Unit III, India",False
12355,"Aurobindo Unit III, India",True
12358,"Ranbaxy, Paonta Shahib, India",True
12364,GSK Ware (UK),False
12365,"Aurobindo Unit III, India",False
12366,"MSD Manati, Puerto Rico, (USA)",False
12368,"Trinity Biotech, Plc",False
12369,"Aurobindo Unit III, India",True
12372,"Aurobindo Unit III, India",False
12373,"Aurobindo Unit III, India",False
12375,"Aurobindo Unit III, India",True
12378,"Aurobindo Unit III, India",False
12379,"Aurobindo Unit III, India",False
12388,"Cipla, Goa, India",False
12391,"Cipla, Goa, India",True
12393,ABBVIE (Abbott) Logis. UK,False
12395,"Cipla, Goa, India",False
12396,"Aurobindo Unit III, India",False
12397,"MSD, Haarlem, NL",False
12399,"Trinity Biotech, Plc",True
12400,"Aurobindo Unit III, India",False
12404,MSD South Granville Australia,True
12406,"Aurobindo Unit III, India",False
12407,"Cipla, Goa, India",True
12408,"Aurobindo Unit III, India",True
12411,"Aurobindo Unit III, India",False
12413,"Standard Diagnostics, Korea",True
12416,"Ranbaxy, Paonta Shahib, India",False
12418,"Aurobindo Unit III, India",True
12513,"Trinity Biotech, Plc",True
12424,"Aurobindo Unit III, India",False
12425,"Trinity Biotech, Plc",False
12426,"Cipla, Goa, India",False
12428,Roche Basel,False
12429,Mylan (formerly Matrix) Nashik,True
12431,"Cipla, Goa, India",False
12432,"Aurobindo Unit III, India",False
12433,"Strides, Bangalore, India.",False
12434,"Aurobindo Unit III, India",True
12435,"Aurobindo Unit III, India",False
12438,"Aurobindo Unit III, India",True
12439,ABBVIE (Abbott) Logis. UK,True
12441,ABBVIE (Abbott) Logis. UK,True
12443,"Aurobindo Unit III, India",True
12446,"Cipla, Goa, India",True
12447,"Aurobindo Unit III, India",True
12451,"Aurobindo Unit III, India",True
12452,ABBVIE Ludwigshafen Germany,True
12453,"Aurobindo Unit III, India",True
12454,"Aurobindo Unit III, India",False
12455,"Aurobindo Unit III, India",False
12456,"Aurobindo Unit III, India",True
12459,Mylan (formerly Matrix) Nashik,True
12460,"Aurobindo Unit III, India",False
12461,Inverness Japan,False
12462,Inverness Japan,False
12464,"Aurobindo Unit III, India",False
12465,"Aurobindo Unit III, India",False
12470,"Aurobindo Unit III, India",True
12471,"Cipla, Goa, India",True
12472,"Aurobindo Unit III, India",True
12473,"Standard Diagnostics, Korea",True
12475,"MSD, Haarlem, NL",True
12476,"MSD, Haarlem, NL",False
12477,"Aurobindo Unit III, India",False
12478,"Aurobindo Unit III, India",False
12479,"Aurobindo Unit III, India",False
12480,Mylan (formerly Matrix) Nashik,False
12481,"Aurobindo Unit III, India",False
12482,"Cipla, Goa, India",True
12483,Inverness Japan,True
12484,"Aurobindo Unit III, India",True
12485,"Aurobindo Unit III, India",True
12486,"Cipla, Goa, India",True
12487,"Cipla, Goa, India",False
12488,"Aurobindo Unit III, India",True
12490,"Aurobindo Unit III, India",False
12492,Hetero Unit III Hyderabad IN,False
12493,"Aurobindo Unit III, India",True
12495,"Aurobindo Unit III, India",True
12496,"Aurobindo Unit III, India",False
12497,"Aurobindo Unit III, India",False
12498,"Aurobindo Unit III, India",True
12499,Inverness Japan,False
12500,"Aurobindo Unit III, India",False
12501,Inverness Japan,False
12502,"Aurobindo Unit III, India",False
12503,"Aurobindo Unit III, India",True
12504,"Aurobindo Unit III, India",True
12505,Mylan (formerly Matrix) Nashik,True
12506,"Aurobindo Unit III, India",True
12507,Inverness Japan,False
12508,"Aurobindo Unit III, India",False
12509,"Aurobindo Unit III, India",True
12510,Inverness Japan,False
12511,ABBVIE Ludwigshafen Germany,False
12515,"Strides, Bangalore, India.",False
12516,"Aurobindo Unit III, India",True
12517,"Aurobindo Unit III, India",False
12518,"Aurobindo Unit III, India",False
12519,"Aurobindo Unit III, India",True
12521,"Aurobindo Unit III, India",False
12522,ABBVIE (Abbott) France,True
12523,Inverness Japan,False
12524,"Aurobindo Unit III, India",False
12525,Hetero Unit III Hyderabad IN,True
12526,"Aurobindo Unit III, India",True
12527,"Aurobindo Unit III, India",True
12530,"Standard Diagnostics, Korea",False
12531,"Aspen-OSD, Port Elizabeth, SA",True
12532,Mylan (formerly Matrix) Nashik,True
12533,Hetero Unit III Hyderabad IN,False
12534,"Trinity Biotech, Plc",True
12535,"Aspen-OSD, Port Elizabeth, SA",True
12536,"Cipla, Goa, India",True
12537,"Aurobindo Unit III, India",False
12538,"Aurobindo Unit III, India",False
12539,Hetero Unit III Hyderabad IN,False
12541,"Aurobindo Unit III, India",True
12542,"Aurobindo Unit III, India",True
12543,"Aurobindo Unit III, India",True
12544,"Strides, Bangalore, India.",False
12545,"Aurobindo Unit III, India",True
12546,"Aurobindo Unit III, India",True
12547,"Aspen-OSD, Port Elizabeth, SA",False
12548,"Aurobindo Unit III, India",False
12549,"Aurobindo Unit III, India",False
12550,"Aurobindo Unit III, India",True
12551,"Aurobindo Unit III, India",False
12552,"Cipla, Goa, India",False
12553,Mylan (formerly Matrix) Nashik,False
12554,"Cipla, Goa, India",False
12555,Mylan (formerly Matrix) Nashik,False
12556,"Aurobindo Unit III, India",True
12557,"Aurobindo Unit III, India",False
12558,"Aurobindo Unit III, India",True
12560,ABBVIE (Abbott) Logis. UK,True
12561,"Aurobindo Unit III, India",True
12563,ABBVIE (Abbott) Logis. UK,False
12564,Hetero Unit III Hyderabad IN,True
12565,"Aurobindo Unit III, India",True
12567,Mylan (formerly Matrix) Nashik,True
12568,"Aurobindo Unit III, India",True
12569,ABBVIE Ludwigshafen Germany,True
12570,"Aspen-OSD, Port Elizabeth, SA",True
12571,"Aurobindo Unit III, India",True
12572,"Aurobindo Unit III, India",False
12573,Mylan (formerly Matrix) Nashik,True
12574,"MSD, Haarlem, NL",True
12575,Mylan (formerly Matrix) Nashik,True
12576,Mylan (formerly Matrix) Nashik,True
12577,"Aurobindo Unit III, India",False
12578,"Aurobindo Unit III, India",False
12579,"Aurobindo Unit III, India",False
12580,"Aurobindo Unit III, India",False
12581,ABBVIE (Abbott) Logis. UK,True
12585,"Aurobindo Unit III, India",True
12586,Mylan (formerly Matrix) Nashik,True
12587,Mylan (formerly Matrix) Nashik,True
